EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,CountryCode,Country,PhoneNumber,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,LastLeaveDate,LeaveDayName,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk,CustomerSatisfaction_missing
477,Daniel Ruiz,Other,49,Sales,Sales Executive,3,15-01-2011,1,USA,530974469,64651,17,4,04-07-2024,Thursday,12,22,6.0,2022,14,5.93,4,No,0
478,Lauren Preston,Other,55,Marketing,Content Lead,5,21-01-2010,44,UK,2135663145,94382,2,3,01-09-2024,Sunday,5,67,5.0,2011,15,9.1,4,Yes,1
479,Shawn Grant,Other,56,IT,Tester,3,17-05-2020,33,France,7495687201,140237,21,1,04-09-2024,Wednesday,3,61,5.0,2021,5,5.63,3,No,1
480,Pamela Castro,Other,51,Support,Helpdesk,4,04-05-2011,33,France,2244272315,77476,9,6,01-09-2024,Sunday,3,14,3.0,2012,14,7.2,4,No,0
481,Brian Thompson,Female,21,IT,Developer,4,07-05-2023,49,Germany,8809327376,36213,5,25,12-10-2024,Saturday,8,79,5.0,2023,2,4.83,3,No,1
482,Anthony Jennings,Other,43,Support,Support Engineer,1,22-04-2017,33,France,6879155165,60868,33,6,12-06-2024,Wednesday,9,26,6.0,2018,8,2.4,3,No,0
483,Jennifer Fernandez,Other,52,IT,Tester,4,13-10-2019,49,Germany,3798366312,42425,39,19,16-12-2024,Monday,8,52,5.0,2024,6,-0.97,2,Yes,1
484,Mary Patterson,Other,31,Sales,Sales Executive,1,10-11-2021,49,Germany,1346268062,171672,7,14,04-09-2024,Wednesday,2,35,9.0,2022,4,6.27,3,No,0
485,Antonio Johnson,Female,47,Sales,Sales Executive,5,04-09-2018,49,Germany,3605750159,64927,37,15,27-06-2024,Thursday,4,73,3.0,2019,7,0.1,5,No,0
486,Thomas Gomez,Female,59,Sales,Sales Executive,2,03-11-2018,1,USA,6800382348,51461,19,20,12-02-2024,Monday,13,79,10.0,2023,7,2.87,3,No,0
487,Stephanie Ryan,Male,33,IT,Developer,3,11-04-2014,91,India,2120882686,31689,5,11,24-12-2024,Tuesday,9,45,5.0,2023,11,7.17,4,No,1
488,Lydia Thomas,Other,39,Finance,Auditor,4,04-08-2010,44,UK,4033961587,151142,29,14,05-10-2024,Saturday,5,71,5.0,2018,15,1.87,4,No,1
489,Jonathan Green,Male,47,Finance,Accountant,1,04-12-2010,33,France,4871064800,44069,22,7,16-07-2024,Tuesday,5,24,5.0,2015,15,4.43,3,No,1
490,Cheryl Jimenez,Other,57,HR,HR Manager,2,26-09-2018,44,UK,1711661801,178046,30,2,16-03-2024,Saturday,6,70,5.0,2021,7,3.67,4,No,1
491,Kendra Grant,Female,51,Sales,Account Manager,4,24-04-2021,1,Canada,93417353,109973,1,18,19-07-2024,Friday,8,51,5.0,2023,4,6.8,3,No,0
492,Crystal Conway,Male,34,Marketing,SEO Analyst,5,08-08-2022,91,India,4400898494,56917,16,5,15-06-2024,Saturday,9,66,5.0,2024,3,5.97,3,No,1
493,Nancy Bell,Other,59,IT,Tester,5,10-12-2015,33,France,7267373383,89449,14,0,18-02-2024,Sunday,6,57,5.0,2021,10,7.2,5,No,1
494,Katrina Thomas,Female,53,HR,HR Manager,2,21-09-2019,44,UK,4678486515,152708,23,23,18-10-2024,Friday,12,16,5.0,2021,6,1.57,3,No,1
495,Sean Nash,Male,38,IT,Developer,4,04-08-2021,1,Canada,7395334650,56333,20,10,22-12-2024,Sunday,6,25,5.0,2023,4,4.33,4,No,1
496,Mrs. Jessica Johnson,Other,25,IT,Developer,3,11-10-2013,1,Canada,1230730508,127673,2,16,11-03-2024,Monday,8,53,5.0,2014,12,6.93,3,No,1
497,Rhonda Torres,Other,47,Finance,Auditor,5,04-06-2019,1,Canada,5690814014,107623,6,9,15-06-2024,Saturday,1,37,5.0,2019,6,7.3,3,No,1
498,Patricia Fisher,Male,44,Finance,Accountant,1,10-09-2021,91,India,7936859893,90850,23,14,28-12-2024,Saturday,1,64,5.0,2024,4,3.07,2,No,1
499,Dorothy Hartman,Other,52,Sales,Account Manager,5,04-07-2018,91,India,7839016252,138568,25,3,20-12-2024,Friday,9,28,10.0,2023,7,4.5,3,No,0
500,David Rhodes,Male,40,Marketing,Content Lead,1,17-09-2017,91,India,2387189078,77261,7,27,22-03-2024,Friday,5,42,5.0,2020,8,4.1,4,No,1
