employee_id,name,department,job_role,matched_skills,missing_skills,total_required_skills,total_matched_skills,missing_skills_count,skill_gap_percentage,readiness_score
717288,Mahika Jain,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation,Ats; Technical Sourcing,5,3,2,40.0,60.0
717604,Shaan Bera,HR,Recruitment Specialist,Ats; Interviewing; Salary Negotiation; Technical Sourcing,Employer Branding,5,4,1,20.0,80.0
717901,Ayesha Khosla,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation; Negotiation,Contract Closing,6,5,1,16.67,83.33
718297,Abram Bahri,HR,HR Manager,Labor Law; Leadership; Performance Management,Employee Relations; Hris; Talent Acquisition,6,3,3,50.0,50.0
718595,Veer Sabharwal,HR,HR Manager,Hris; Labor Law; Performance Management; Talent Acquisition,Employee Relations; Leadership,6,4,2,33.33,66.67
718981,Purab Jaggi,Marketing,SEO Specialist,Google Analytics; Html / Css Basics; On-Page Seo,Backlink Strategy; Content Optimization,5,3,2,40.0,60.0
719168,Shayak Keer,HR,HR Manager,Employee Relations; Hris; Labor Law; Talent Acquisition,Leadership; Performance Management,6,4,2,33.33,66.67
719213,Seher Saini,Finance,Accountant,Auditing; Excel; Financial Accounting; Tax Compliance,Erp Systems; Quickbooks,6,4,2,33.33,66.67
719379,Amani Saxena,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Google Analytics; Html / Css Basics,On-Page Seo,5,4,1,20.0,80.0
719443,Samiha Swamy,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation,Hr Policies; Mediation,5,3,2,40.0,60.0
719536,Emir Sahota,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce); Upselling,Account Planning,5,4,1,20.0,80.0
719823,Vritika Dhaliwal,Sales,Business Development,Crm; Market Research,Partnership Development; Pipeline Management; Strategic Pitching,5,2,3,60.0,40.0
720127,Akarsh Setty,Sales,Business Development,Crm; Market Research; Partnership Development; Pipeline Management,Strategic Pitching,5,4,1,20.0,80.0
720135,Inaaya  Chada,Marketing,Marketing Executive,Campaign Management; Digital Marketing,Content Marketing; Google Analytics; Seo,5,2,3,60.0,40.0
720143,Ivan Buch,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; On-Page Seo,Google Analytics; Html / Css Basics,5,3,2,40.0,60.0
720164,Shayak Saran,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing; Risk Assessment,Excel,6,5,1,16.67,83.33
720286,Nirvaan Solanki,Finance,Accountant,Erp Systems; Quickbooks; Tax Compliance,Auditing; Excel; Financial Accounting,6,3,3,50.0,50.0
720368,Gokul Deep,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation; Technical Sourcing,Ats,5,4,1,20.0,80.0
720446,Misha Bhavsar,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Power Bi; Sql,Valuation,6,5,1,16.67,83.33
720596,Piya Salvi,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Html / Css Basics,Google Analytics; On-Page Seo,5,3,2,40.0,60.0
720933,Advika Kuruvilla,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java; Kubernetes,Python,7,6,1,14.29,85.71
721302,Nehmat Thakkar,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
721313,Manjari Sankaran,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi,Forecasting; Sql; Valuation,6,3,3,50.0,50.0
721537,Samarth Gera,Marketing,Content Strategist,Seo; User Research,Content Auditing; Copywriting; Information Architecture,5,2,3,60.0,40.0
721790,Navya Bala,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java,Kubernetes; Python,7,5,2,28.57,71.43
722103,Madhup Goda,Marketing,Content Strategist,Copywriting; Information Architecture; Seo; User Research,Content Auditing,5,4,1,20.0,80.0
722222,Hansh Kadakia,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
722272,Ivan Ramanathan,Sales,Sales Executive,Contract Closing; Crm; Lead Generation,B2B Sales; Communication; Negotiation,6,3,3,50.0,50.0
722297,Neelofar Keer,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
722685,Suhana Maharaj,Finance,Financial Analyst,Excel; Forecasting; Valuation,Financial Modeling; Power Bi; Sql,6,3,3,50.0,50.0
722832,Shray Lala,HR,HR Manager,Employee Relations; Hris; Leadership; Performance Management; Talent Acquisition,Labor Law,6,5,1,16.67,83.33
722835,Kartik Vaidya,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Seo,Campaign Management; Google Analytics,5,3,2,40.0,60.0
723352,Tarini Mander,Finance,Accountant,Erp Systems; Excel; Financial Accounting; Quickbooks,Auditing; Tax Compliance,6,4,2,33.33,66.67
723420,Dhanuk Jain,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing; Seo,Google Analytics,5,4,1,20.0,80.0
723461,Hazel Ram,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; Seo,User Research,5,4,1,20.0,80.0
723585,Eshani Taneja,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
723744,Pari Rege,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Upselling,Crm (Salesforce),5,4,1,20.0,80.0
723752,Yuvraj  Dara,Sales,Business Development,Crm; Partnership Development; Pipeline Management; Strategic Pitching,Market Research,5,4,1,20.0,80.0
723884,Jivin Chakraborty,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation; Mediation,Hr Policies,5,4,1,20.0,80.0
723998,Yuvraj  Sinha,HR,HR Manager,Employee Relations; Hris; Labor Law,Leadership; Performance Management; Talent Acquisition,6,3,3,50.0,50.0
724113,Uthkarsh Bir,HR,Employee Relations,Conflict Resolution; Employment Law; Investigation; Mediation,Hr Policies,5,4,1,20.0,80.0
724139,Heer Rout,HR,Recruitment Specialist,Ats; Employer Branding; Interviewing; Salary Negotiation,Technical Sourcing,5,4,1,20.0,80.0
724328,Saanvi Chowdhury,Finance,Accountant,Auditing; Erp Systems; Financial Accounting; Quickbooks; Tax Compliance,Excel,6,5,1,16.67,83.33
724397,Jhanvi Raman,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Compliance; Internal Auditing,6,4,2,33.33,66.67
724782,Mamooty Kara,HR,HR Manager,Employee Relations; Hris; Performance Management; Talent Acquisition,Labor Law; Leadership,6,4,2,33.33,66.67
724892,Vihaan Bahri,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing,Excel; Risk Assessment,6,4,2,33.33,66.67
725370,Yashvi Sankar,HR,Recruitment Specialist,Ats; Interviewing; Salary Negotiation; Technical Sourcing,Employer Branding,5,4,1,20.0,80.0
725475,Arnav Gill,IT,Data Analyst,Excel; Power Bi; Python; Statistical Analysis,Sql; Tableau,6,4,2,33.33,66.67
725495,Riya Bajwa,Sales,Business Development,Partnership Development; Strategic Pitching,Crm; Market Research; Pipeline Management,5,2,3,60.0,40.0
726049,Mamooty Dalal,Sales,Sales Executive,B2B Sales; Contract Closing; Negotiation,Communication; Crm; Lead Generation,6,3,3,50.0,50.0
726080,Vardaniya Bose,IT,Data Analyst,Excel; Python; Sql; Statistical Analysis; Tableau,Power Bi,6,5,1,16.67,83.33
726267,Pranay Bala,HR,Employee Relations,Conflict Resolution; Investigation; Mediation,Employment Law; Hr Policies,5,3,2,40.0,60.0
726742,Nitya Mangal,IT,Software Engineer,Ci/Cd; Docker; Git; Kubernetes,Data Structures; Java; Python,7,4,3,42.86,57.14
726946,Aarna Varughese,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java; Python,Kubernetes,7,6,1,14.29,85.71
726992,Himmat Manne,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Negotiation,Communication; Lead Generation,6,4,2,33.33,66.67
727177,Siya Brar,Finance,Auditor,Compliance; Excel; Risk Assessment,Financial Analysis; Forensic Accounting; Internal Auditing,6,3,3,50.0,50.0
727262,Stuvan Walia,HR,HR Manager,Employee Relations; Performance Management; Talent Acquisition,Hris; Labor Law; Leadership,6,3,3,50.0,50.0
727315,Sahil Andra,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics,Campaign Management; Seo,5,3,2,40.0,60.0
727325,Ritvik Sastry,Sales,Sales Executive,Communication; Crm; Negotiation,B2B Sales; Contract Closing; Lead Generation,6,3,3,50.0,50.0
727634,Siya Krish,IT,Cybersecurity Specialist,Network Security; Penetration Testing; Siem,Cryptography; Incident Response; Python,6,3,3,50.0,50.0
727647,Anahita Bail,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation,Crm (Salesforce); Upselling,5,3,2,40.0,60.0
728091,Reyansh Rout,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
728174,Bhamini Gopal,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Siem,Cryptography; Python,6,4,2,33.33,66.67
728274,Ryan Bajwa,Marketing,Marketing Executive,Campaign Management; Content Marketing; Seo,Digital Marketing; Google Analytics,5,3,2,40.0,60.0
728424,Dhruv Acharya,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
728620,Akarsh Sibal,Sales,Sales Executive,Communication; Contract Closing; Crm,B2B Sales; Lead Generation; Negotiation,6,3,3,50.0,50.0
728627,Purab Uppal,Sales,Sales Executive,Communication; Crm; Lead Generation; Negotiation,B2B Sales; Contract Closing,6,4,2,33.33,66.67
728646,Armaan Saini,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management,Leadership; Talent Acquisition,6,4,2,33.33,66.67
728778,Arnav Bhatnagar,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Power Bi; Valuation,Sql,6,5,1,16.67,83.33
728807,Vritika Bumb,IT,Data Analyst,Excel; Power Bi; Python; Sql; Statistical Analysis,Tableau,6,5,1,16.67,83.33
728861,Aayush Wadhwa,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting,Quickbooks; Tax Compliance,6,4,2,33.33,66.67
729128,Heer Wali,Sales,Account Manager,Contract Negotiation; Crm (Salesforce); Upselling,Account Planning; Client Retention,5,3,2,40.0,60.0
729190,Devansh Behl,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; User Research,Seo,5,4,1,20.0,80.0
729250,Miraya Uppal,IT,Software Engineer,Ci/Cd; Data Structures; Java; Python,Docker; Git; Kubernetes,7,4,3,42.86,57.14
729491,Shlok Saran,HR,Employee Relations,Conflict Resolution; Hr Policies; Investigation; Mediation,Employment Law,5,4,1,20.0,80.0
729513,Mishti Chada,IT,Data Analyst,Power Bi; Python; Sql; Statistical Analysis,Excel; Tableau,6,4,2,33.33,66.67
729578,Myra Mall,IT,Cybersecurity Specialist,Cryptography; Incident Response; Penetration Testing; Python,Network Security; Siem,6,4,2,33.33,66.67
729671,Indranil Sunder,IT,Data Analyst,Power Bi; Python; Tableau,Excel; Sql; Statistical Analysis,6,3,3,50.0,50.0
730147,Neysa Sahota,Finance,Auditor,Compliance; Excel; Forensic Accounting; Internal Auditing; Risk Assessment,Financial Analysis,6,5,1,16.67,83.33
730338,Raghav Bose,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; Seo,User Research,5,4,1,20.0,80.0
730498,Hiran Mahajan,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce); Upselling,Account Planning,5,4,1,20.0,80.0
730641,Indranil Chana,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Seo,Campaign Management; Google Analytics,5,3,2,40.0,60.0
731049,Jivin Dash,Marketing,SEO Specialist,Content Optimization; Google Analytics; On-Page Seo,Backlink Strategy; Html / Css Basics,5,3,2,40.0,60.0
731297,Kimaya Baral,HR,Employee Relations,Employment Law; Hr Policies; Investigation; Mediation,Conflict Resolution,5,4,1,20.0,80.0
731424,Pihu Dutt,Finance,Auditor,Compliance; Excel; Financial Analysis; Internal Auditing; Risk Assessment,Forensic Accounting,6,5,1,16.67,83.33
731428,Tanya Bhattacharyya,IT,Data Analyst,Excel; Power Bi; Python; Sql; Tableau,Statistical Analysis,6,5,1,16.67,83.33
731526,Mehul Dyal,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Java; Kubernetes; Python,Git,7,6,1,14.29,85.71
731607,Vidur Dalal,Finance,Auditor,Compliance; Excel; Financial Analysis; Internal Auditing; Risk Assessment,Forensic Accounting,6,5,1,16.67,83.33
731647,Raunak Kothari,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Compliance; Internal Auditing,6,4,2,33.33,66.67
731705,Siya Vaidya,Sales,Business Development,Crm; Partnership Development; Strategic Pitching,Market Research; Pipeline Management,5,3,2,40.0,60.0
731859,Lavanya Sachdeva,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Power Bi; Valuation,Sql,6,5,1,16.67,83.33
731862,Faiyaz Vohra,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Internal Auditing; Risk Assessment,Compliance,6,5,1,16.67,83.33
731879,Prisha Sodhi,IT,Data Analyst,Excel; Python; Statistical Analysis; Tableau,Power Bi; Sql,6,4,2,33.33,66.67
732948,Sana Bhargava,HR,Recruitment Specialist,Ats; Interviewing; Salary Negotiation; Technical Sourcing,Employer Branding,5,4,1,20.0,80.0
732997,Madhav Samra,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing; Risk Assessment,Excel; Forensic Accounting,6,4,2,33.33,66.67
733099,Armaan Virk,Marketing,Marketing Executive,Content Marketing; Google Analytics; Seo,Campaign Management; Digital Marketing,5,3,2,40.0,60.0
733338,Nitara Shenoy,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi; Sql; Valuation,Forecasting,6,5,1,16.67,83.33
733720,Zain Sur,Sales,Business Development,Crm; Market Research; Pipeline Management,Partnership Development; Strategic Pitching,5,3,2,40.0,60.0
734161,Badal Kata,Finance,Accountant,Auditing; Erp Systems; Financial Accounting; Quickbooks,Excel; Tax Compliance,6,4,2,33.33,66.67
734226,Jivin Brahmbhatt,HR,HR Manager,Employee Relations; Performance Management; Talent Acquisition,Hris; Labor Law; Leadership,6,3,3,50.0,50.0
734480,Ehsaan Subramaniam,HR,Recruitment Specialist,Ats; Interviewing; Salary Negotiation,Employer Branding; Technical Sourcing,5,3,2,40.0,60.0
734501,Yasmin Bhatt,IT,Data Analyst,Excel; Power Bi; Sql; Tableau,Python; Statistical Analysis,6,4,2,33.33,66.67
734523,Drishya Kulkarni,IT,Data Analyst,Power Bi; Sql; Statistical Analysis,Excel; Python; Tableau,6,3,3,50.0,50.0
734572,Krish Jayaraman,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation; Negotiation,Contract Closing,6,5,1,16.67,83.33
734661,Kimaya Dubey,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce),Client Retention; Upselling,5,3,2,40.0,60.0
734862,Biju Chaudhuri,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
734970,Devansh Bhatia,Sales,Business Development,Crm; Market Research; Partnership Development; Strategic Pitching,Pipeline Management,5,4,1,20.0,80.0
735129,Farhan Sethi,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation; Technical Sourcing,Ats,5,4,1,20.0,80.0
735184,Tushar Sachdeva,Sales,Business Development,Crm; Partnership Development; Pipeline Management; Strategic Pitching,Market Research,5,4,1,20.0,80.0
735209,Kismat Banerjee,Sales,Business Development,Market Research; Pipeline Management; Strategic Pitching,Crm; Partnership Development,5,3,2,40.0,60.0
735215,Arnav Dar,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Negotiation,Crm; Lead Generation,6,4,2,33.33,66.67
735366,Tushar Sanghvi,Finance,Financial Analyst,Forecasting; Sql; Valuation,Excel; Financial Modeling; Power Bi,6,3,3,50.0,50.0
735546,Jivin Sundaram,IT,Cybersecurity Specialist,Incident Response; Network Security; Penetration Testing; Python; Siem,Cryptography,6,5,1,16.67,83.33
735632,Jivika Dhingra,Finance,Financial Analyst,Forecasting; Power Bi; Sql; Valuation,Excel; Financial Modeling,6,4,2,33.33,66.67
735800,Saira Bhattacharyya,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation; Negotiation,Contract Closing,6,5,1,16.67,83.33
735920,Bhavin Sami,IT,Cybersecurity Specialist,Cryptography; Incident Response; Network Security; Penetration Testing,Python; Siem,6,4,2,33.33,66.67
736217,Alia Uppal,HR,Employee Relations,Employment Law; Investigation; Mediation,Conflict Resolution; Hr Policies,5,3,2,40.0,60.0
736430,Divij Kurian,Sales,Business Development,Crm; Market Research; Pipeline Management,Partnership Development; Strategic Pitching,5,3,2,40.0,60.0
736562,Nitya Krishnan,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting,Quickbooks; Tax Compliance,6,4,2,33.33,66.67
736673,Drishya Lala,HR,HR Manager,Hris; Labor Law; Leadership,Employee Relations; Performance Management; Talent Acquisition,6,3,3,50.0,50.0
737016,Gatik Chaudhari,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce); Upselling,Account Planning,5,4,1,20.0,80.0
737168,Piya Sharma,HR,Employee Relations,Conflict Resolution; Employment Law; Mediation,Hr Policies; Investigation,5,3,2,40.0,60.0
737360,Shlok Sibal,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce),Account Planning; Upselling,5,3,2,40.0,60.0
737611,Sahil Sandal,Marketing,SEO Specialist,Content Optimization; Html / Css Basics; On-Page Seo,Backlink Strategy; Google Analytics,5,3,2,40.0,60.0
737658,Anika Sundaram,Sales,Business Development,Crm; Market Research; Pipeline Management,Partnership Development; Strategic Pitching,5,3,2,40.0,60.0
737753,Miraan Dani,HR,Employee Relations,Hr Policies; Investigation; Mediation,Conflict Resolution; Employment Law,5,3,2,40.0,60.0
738017,Kaira Grover,HR,HR Manager,Hris; Labor Law; Performance Management; Talent Acquisition,Employee Relations; Leadership,6,4,2,33.33,66.67
738019,Rania Tara,HR,Employee Relations,Employment Law; Hr Policies; Investigation; Mediation,Conflict Resolution,5,4,1,20.0,80.0
738026,Charvi Khosla,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
738068,Pihu Andra,Sales,Business Development,Partnership Development; Pipeline Management; Strategic Pitching,Crm; Market Research,5,3,2,40.0,60.0
738308,Taran Verma,Finance,Auditor,Compliance; Financial Analysis; Forensic Accounting; Internal Auditing,Excel; Risk Assessment,6,4,2,33.33,66.67
738311,Damini Sarma,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; On-Page Seo,Content Optimization; Html / Css Basics,5,3,2,40.0,60.0
738370,Ivana Acharya,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; Google Analytics,Html / Css Basics; On-Page Seo,5,3,2,40.0,60.0
739134,Neysa Saran,Sales,Business Development,Crm; Market Research; Pipeline Management; Strategic Pitching,Partnership Development,5,4,1,20.0,80.0
739353,Bhamini Wagle,HR,Recruitment Specialist,Employer Branding; Interviewing; Salary Negotiation,Ats; Technical Sourcing,5,3,2,40.0,60.0
739688,Samarth Sane,IT,Data Analyst,Excel; Python; Statistical Analysis; Tableau,Power Bi; Sql,6,4,2,33.33,66.67
739863,Baiju Luthra,Marketing,Marketing Executive,Content Marketing; Digital Marketing; Google Analytics; Seo,Campaign Management,5,4,1,20.0,80.0
740139,Parinaaz Swaminathan,IT,Software Engineer,Ci/Cd; Git; Java; Python,Data Structures; Docker; Kubernetes,7,4,3,42.86,57.14
740244,Vritika Grover,HR,HR Manager,Hris; Leadership; Talent Acquisition,Employee Relations; Labor Law; Performance Management,6,3,3,50.0,50.0
741554,Purab Srinivas,Marketing,Content Strategist,Content Auditing; Copywriting; Information Architecture; User Research,Seo,5,4,1,20.0,80.0
741941,Khushi Barad,Marketing,Content Strategist,Content Auditing; Information Architecture; Seo,Copywriting; User Research,5,3,2,40.0,60.0
742163,Miraya Dash,Finance,Financial Analyst,Financial Modeling; Forecasting; Power Bi; Valuation,Excel; Sql,6,4,2,33.33,66.67
742640,Divit Banik,Finance,Accountant,Erp Systems; Financial Accounting; Tax Compliance,Auditing; Excel; Quickbooks,6,3,3,50.0,50.0
742750,Vivaan Saini,HR,Employee Relations,Conflict Resolution; Employment Law; Hr Policies; Investigation,Mediation,5,4,1,20.0,80.0
742879,Kavya Gara,HR,Employee Relations,Conflict Resolution; Employment Law,Hr Policies; Investigation; Mediation,5,2,3,60.0,40.0
743102,Damini Verma,HR,HR Manager,Employee Relations; Labor Law; Performance Management; Talent Acquisition,Hris; Leadership,6,4,2,33.33,66.67
743103,Hunar Kurian,IT,Software Engineer,Data Structures; Git; Java; Kubernetes; Python,Ci/Cd; Docker,7,5,2,28.57,71.43
743421,Stuvan Goel,Sales,Account Manager,Account Planning; Crm (Salesforce); Upselling,Client Retention; Contract Negotiation,5,3,2,40.0,60.0
743502,Misha Bail,IT,Software Engineer,Ci/Cd; Docker; Git; Java; Kubernetes; Python,Data Structures,7,6,1,14.29,85.71
743505,Shaan Dave,IT,Software Engineer,Ci/Cd; Docker; Java; Kubernetes; Python,Data Structures; Git,7,5,2,28.57,71.43
743719,Kavya Dhar,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Tax Compliance,Quickbooks,6,5,1,16.67,83.33
743736,Urvi Agate,IT,Software Engineer,Data Structures; Docker; Git; Java; Kubernetes; Python,Ci/Cd,7,6,1,14.29,85.71
743798,Prerak Dada,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Talent Acquisition,Performance Management,6,5,1,16.67,83.33
743872,Ishita Varughese,Sales,Business Development,Crm; Market Research; Pipeline Management,Partnership Development; Strategic Pitching,5,3,2,40.0,60.0
744362,Jivin Saini,Finance,Financial Analyst,Excel; Financial Modeling; Forecasting; Sql; Valuation,Power Bi,6,5,1,16.67,83.33
744370,Priyansh Thaman,HR,Recruitment Specialist,Employer Branding; Interviewing; Technical Sourcing,Ats; Salary Negotiation,5,3,2,40.0,60.0
745028,Keya Bhakta,HR,HR Manager,Hris; Labor Law; Performance Management,Employee Relations; Leadership; Talent Acquisition,6,3,3,50.0,50.0
745103,Lagan Borah,IT,Data Analyst,Excel; Python; Statistical Analysis; Tableau,Power Bi; Sql,6,4,2,33.33,66.67
745468,Adah Iyengar,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm,Lead Generation; Negotiation,6,4,2,33.33,66.67
745670,Shray Kaul,HR,HR Manager,Hris; Labor Law; Talent Acquisition,Employee Relations; Leadership; Performance Management,6,3,3,50.0,50.0
745704,Saksham Ratti,HR,Employee Relations,Employment Law; Hr Policies; Investigation,Conflict Resolution; Mediation,5,3,2,40.0,60.0
745780,Vardaniya Chokshi,Finance,Auditor,Compliance; Excel; Internal Auditing,Financial Analysis; Forensic Accounting; Risk Assessment,6,3,3,50.0,50.0
745828,Aniruddh Upadhyay,Marketing,SEO Specialist,Html / Css Basics; On-Page Seo,Backlink Strategy; Content Optimization; Google Analytics,5,2,3,60.0,40.0
745851,Navya Swamy,IT,Software Engineer,Ci/Cd; Java; Kubernetes; Python,Data Structures; Docker; Git,7,4,3,42.86,57.14
746048,Sana Toor,Marketing,Marketing Executive,Content Marketing; Google Analytics,Campaign Management; Digital Marketing; Seo,5,2,3,60.0,40.0
746049,Kashvi Ganguly,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
746114,Samarth Ramanathan,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems,6,5,1,16.67,83.33
746195,Tanya Mall,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting; Internal Auditing,Risk Assessment,6,5,1,16.67,83.33
746266,Misha Dyal,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
746654,Saksham Hora,IT,Software Engineer,Ci/Cd; Data Structures; Docker; Git; Java; Python,Kubernetes,7,6,1,14.29,85.71
746698,Ishaan Jaggi,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm,Lead Generation; Negotiation,6,4,2,33.33,66.67
746741,Ayesha Sahota,Finance,Auditor,Compliance; Excel; Financial Analysis; Internal Auditing; Risk Assessment,Forensic Accounting,6,5,1,16.67,83.33
746766,Samarth Bhat,HR,Employee Relations,Employment Law; Hr Policies; Investigation,Conflict Resolution; Mediation,5,3,2,40.0,60.0
746809,Khushi Wable,Sales,Account Manager,Client Retention; Crm (Salesforce); Upselling,Account Planning; Contract Negotiation,5,3,2,40.0,60.0
746865,Devansh Tak,Marketing,SEO Specialist,Backlink Strategy; Google Analytics; Html / Css Basics; On-Page Seo,Content Optimization,5,4,1,20.0,80.0
747036,Gokul Chander,Marketing,Marketing Executive,Campaign Management; Content Marketing; Seo,Digital Marketing; Google Analytics,5,3,2,40.0,60.0
747435,Charvi Dara,Sales,Business Development,Crm; Market Research; Pipeline Management,Partnership Development; Strategic Pitching,5,3,2,40.0,60.0
747843,Tiya Ahuja,Sales,Sales Executive,Communication; Contract Closing; Lead Generation,B2B Sales; Crm; Negotiation,6,3,3,50.0,50.0
747944,Dhanuk Chandran,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Crm (Salesforce),Upselling,5,4,1,20.0,80.0
748539,Taimur Kumer,Finance,Accountant,Excel; Quickbooks; Tax Compliance,Auditing; Erp Systems; Financial Accounting,6,3,3,50.0,50.0
748570,Divit Devan,Sales,Account Manager,Account Planning; Contract Negotiation; Upselling,Client Retention; Crm (Salesforce),5,3,2,40.0,60.0
748618,Madhav Savant,IT,Data Analyst,Excel; Power Bi; Python; Sql; Tableau,Statistical Analysis,6,5,1,16.67,83.33
748631,Onkar Rama,HR,HR Manager,Employee Relations; Hris; Leadership; Performance Management; Talent Acquisition,Labor Law,6,5,1,16.67,83.33
748706,Zeeshan Bhat,Marketing,SEO Specialist,Backlink Strategy; Content Optimization; On-Page Seo,Google Analytics; Html / Css Basics,5,3,2,40.0,60.0
748838,Jivika Talwar,Finance,Financial Analyst,Excel; Power Bi; Sql; Valuation,Financial Modeling; Forecasting,6,4,2,33.33,66.67
748863,Nitara Vala,Marketing,SEO Specialist,Backlink Strategy; Google Analytics,Content Optimization; Html / Css Basics; On-Page Seo,5,2,3,60.0,40.0
748950,Dhanush Swaminathan,Marketing,SEO Specialist,Backlink Strategy; Html / Css Basics; On-Page Seo,Content Optimization; Google Analytics,5,3,2,40.0,60.0
749087,Divit Thaker,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation,Crm; Negotiation,6,4,2,33.33,66.67
749676,Neelofar Sunder,Marketing,Marketing Executive,Campaign Management; Content Marketing; Digital Marketing,Google Analytics; Seo,5,3,2,40.0,60.0
749706,Stuvan Wagle,IT,Software Engineer,Data Structures; Git; Java; Kubernetes; Python,Ci/Cd; Docker,7,5,2,28.57,71.43
749957,Yashvi Shankar,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce); Upselling,Contract Negotiation,5,4,1,20.0,80.0
749978,Faiyaz Sangha,Finance,Financial Analyst,Excel; Financial Modeling; Power Bi; Sql; Valuation,Forecasting,6,5,1,16.67,83.33
750687,Pari Kaur,IT,Data Analyst,Excel; Python; Sql; Statistical Analysis; Tableau,Power Bi,6,5,1,16.67,83.33
